City,Cloudiness,Country,Date,Humidity,Lat,Lng,MaxTemp,WindSpeed
Alice Springs,0,AU,1570551514,29,-23.7,133.88,60.8,5.82
Mandalgovi,0,MN,1570551514,30,45.76,106.27,48.04,13.54
Baker City,90,US,1570551514,81,44.77,-117.83,50.0,16.11
Plettenberg Bay,41,ZA,1570551515,84,-34.05,23.37,61.54,4.65
Moree,0,AU,1570551515,32,-29.46,149.84,55.4,9.17
Gushikawa,20,JP,1570551515,83,26.35,127.87,78.8,4.7
Costinesti,13,RO,1570551515,62,43.95,28.63,57.0,6.93
Mahebourg,75,MU,1570551515,69,-20.41,57.7,73.4,12.75
Itarema,13,BR,1570551515,38,-2.92,-39.92,91.95,17.11
Pandamatenga,74,BW,1570551516,13,-18.54,25.64,94.65,7.94
Bambous Virieux,75,MU,1570551516,69,-20.34,57.76,73.4,12.75
Mugur-Aksy,0,RU,1570551516,57,50.38,90.44,33.28,3.59
Salekhard,100,RU,1570551516,77,66.54,66.62,35.97,8.93
Kenai,75,US,1570551517,69,60.55,-151.26,45.0,9.17
Tahe,67,CN,1570551517,82,52.34,124.71,34.71,2.17
Lavrentiya,100,RU,1570551517,98,65.58,-170.99,33.09,7.43
Olanchito,75,HN,1570551517,70,15.48,-86.57,87.8,8.05
Chinsali,32,ZM,1570551517,22,-10.55,32.07,87.1,8.3
Rundu,0,NA,1570551518,7,-17.91,19.77,98.6,6.93
Pacific Grove,1,US,1570551397,59,36.62,-121.92,68.0,3.36
Turayf,75,SA,1570551518,33,31.68,38.65,87.8,6.93
Coquimbo,0,CL,1570551518,77,-29.95,-71.34,59.0,17.22
Touros,40,BR,1570551518,48,-5.2,-35.46,86.0,18.34
Tuatapere,100,NZ,1570551519,97,-46.13,167.69,50.0,1.99
Thompson,75,CA,1570551304,87,55.74,-97.86,46.4,2.24
Yulara,0,AU,1570551519,22,-25.24,130.99,69.8,10.29
Khomeyn,51,IR,1570551519,30,33.64,50.08,63.51,7.4
Cedar City,1,US,1570551519,30,37.68,-113.06,57.0,2.37
Cabo San Lucas,5,MX,1570551239,43,22.89,-109.91,91.4,3.36
Teeli,0,RU,1570551520,44,51.01,90.2,46.41,5.86
Victoria,75,BN,1570551305,94,5.28,115.24,78.8,7.7
Longyearbyen,75,NO,1570551520,86,78.22,15.63,37.4,2.24
Belyy Yar,0,RU,1570551520,54,53.6,91.39,55.4,11.18
Estelle,57,FR,1570551520,56,43.97,3.47,71.01,9.17
Bilibino,100,RU,1570551521,96,68.06,166.44,12.75,2.68
San Quintin,0,PH,1570551521,85,17.54,120.52,72.87,5.14
Taltal,0,CL,1570551521,54,-25.41,-70.49,64.23,5.84
Puerto El Triunfo,0,SV,1570551521,66,13.27,-88.55,87.8,4.7
Pangnirtung,75,CA,1570551522,74,66.15,-65.72,37.4,3.53
Plainview,40,US,1570551358,39,34.18,-101.71,66.0,17.22
Auki,95,NG,1570551523,59,12.18,6.51,84.4,4.2
Port Macquarie,13,AU,1570551523,50,-31.43,152.91,55.4,8.05
Jishou,69,CN,1570551523,73,28.26,109.7,61.53,2.39
Hirado,20,JP,1570551523,60,33.32,129.49,69.8,11.41
Sarkand,98,KZ,1570551524,35,45.41,79.91,61.71,0.85
Namibe,90,AO,1570551524,69,-15.19,12.15,73.4,16.11
San Juan,100,AR,1570551524,19,-31.54,-68.53,72.7,10.6
Sibolga,71,ID,1570551525,98,1.74,98.78,70.9,2.15
Iqaluit,90,CA,1570551526,81,63.75,-68.52,42.8,3.83
Ancud,75,CL,1570551526,66,-41.87,-73.83,51.8,4.7
Khakhea,0,BW,1570551526,3,-24.69,23.5,91.96,10.25
Ajdabiya,100,LY,1570551527,49,30.75,20.22,84.21,11.23
Luderitz,0,NA,1570551527,60,-26.65,15.16,69.8,27.51
Arlit,87,NE,1570551527,19,18.74,7.39,99.52,8.72
Ndioum,0,SN,1570551527,59,16.51,-14.65,93.2,2.24
Tuktoyaktuk,20,CA,1570551528,86,69.44,-133.03,26.6,11.41
Namie,100,JP,1570551528,72,37.52,140.86,66.0,3.0
Daru,100,PG,1570551528,81,-9.07,143.21,74.31,8.05
Carbonia,0,IT,1570551528,53,39.17,8.53,80.6,9.17
Port Blair,81,IN,1570551528,70,11.67,92.75,84.04,4.47
Bosaso,0,SO,1570551529,78,11.28,49.18,83.85,16.93
Makakilo City,90,US,1570551529,78,21.35,-158.09,77.0,3.36
Pevek,100,RU,1570551529,93,69.7,170.27,31.83,21.34
Springdale,1,US,1570551529,51,36.19,-94.13,66.99,6.93
Valday,91,RU,1570551530,95,57.98,33.25,34.18,8.5
Half Moon Bay,1,US,1570551530,82,37.46,-122.43,72.0,4.7
Lhokseumawe,100,ID,1570551530,95,5.18,97.15,72.33,0.67
Katsuura,20,JP,1570551530,64,33.93,134.5,68.0,10.29
Turbat,0,PK,1570551531,30,26.0,63.05,90.69,12.73
Gravdal,75,NO,1570551531,93,59.79,5.78,50.0,10.29
Port Augusta,0,AU,1570551531,62,-32.49,137.76,53.6,11.41
Palu,31,ID,1570551531,86,-0.9,119.87,75.57,3.44
Saint-Augustin,20,CA,1570551531,66,45.63,-73.98,60.01,4.7
Gawler,40,AU,1570551532,62,-34.6,138.75,52.0,4.7
Luan,0,CH,1570551532,42,46.36,6.98,68.0,3.36
Vao,99,EE,1570551532,90,59.1,26.19,41.55,7.67
Westport,1,US,1570551533,59,41.14,-73.36,63.0,10.29
Joshimath,0,IN,1570551533,81,30.57,79.57,46.42,2.96
Watertown,1,US,1570551533,54,44.9,-97.12,62.01,21.92
Sinjar,73,SY,1570551533,27,35.59,37.0,82.77,7.96
Aksay,67,KZ,1570551534,53,51.17,53.01,46.24,2.46
Sola,98,TZ,1570551534,22,-3.17,33.8,86.02,7.76
Kushima,25,JP,1570551534,82,31.5,131.29,64.0,11.99
Mackay,90,CA,1570551534,73,53.65,-115.58,24.8,12.75
Vardo,1,US,1570551534,59,39.62,-77.74,63.0,6.93
Oussouye,20,SN,1570551535,74,12.49,-16.54,87.8,4.7
Muravlenko,100,RU,1570551535,75,63.79,74.5,33.99,15.37
Saint Anthony,1,US,1570551535,69,43.97,-111.68,55.4,5.82
Barra Patuca,100,HN,1570551535,81,15.8,-84.28,82.41,11.61
Namatanai,43,PG,1570551535,85,-3.66,152.44,78.81,11.9
Hasaki,75,JP,1570551536,94,35.73,140.83,69.8,5.82
Marawi,65,PH,1570551536,88,8.0,124.29,75.99,5.01
Dunda,0,IN,1570551536,89,30.62,78.32,56.5,3.05
Guerrero Negro,0,MX,1570551537,77,27.97,-114.04,69.99,8.21
Gunjur,75,GM,1570551537,79,13.18,-16.76,84.2,5.82
Purificacion,75,CO,1570551537,94,3.86,-74.93,73.4,6.93
Noumea,90,NC,1570551537,82,-22.28,166.46,75.0,3.36
Nong Kung Si,40,TH,1570551538,83,16.65,103.3,80.6,6.93
Bauchi,83,NG,1570551538,63,10.31,9.85,82.41,5.99
Suluq,100,LY,1570551538,19,31.67,20.25,90.16,15.32
Kathu,0,ZA,1570551538,16,-27.7,23.05,82.0,8.87
Jati,0,PK,1570551538,39,24.35,68.27,88.0,9.31
Yumen,89,CN,1570551539,35,40.29,97.04,55.77,4.94
Usinsk,88,RU,1570551539,81,66.0,57.56,42.1,17.29
Santo Domingo,40,DO,1570551310,66,18.48,-69.94,91.4,9.17
Ecoporanga,63,BR,1570551539,59,-18.37,-40.83,81.16,6.63
Sao Jose da Coroa Grande,69,BR,1570551539,69,-8.9,-35.15,79.71,11.48
Langsa,100,ID,1570551539,97,4.47,97.97,70.89,0.54
Camacha,20,PT,1570551540,65,33.08,-16.33,77.0,16.11
Waipawa,100,NZ,1570551540,79,-39.94,176.59,54.0,8.01
Los Llanos de Aridane,75,ES,1570551540,64,28.66,-17.92,75.2,14.99
Gat,20,SN,1570551540,66,14.69,-16.54,87.8,3.36
Karaton,75,ID,1570551541,83,-6.34,106.1,78.8,3.36
Lodja,100,CD,1570551541,80,-3.52,23.6,78.81,4.27
Sao Joao da Barra,20,BR,1570551541,55,-21.64,-41.05,87.8,11.41
Kloulklubed,75,PW,1570551541,83,7.04,134.26,82.4,11.41
Fougamou,71,GA,1570551541,57,-1.22,10.59,86.91,3.38
Perth,100,AU,1570551542,68,-31.95,115.86,66.0,11.41
Puro,49,PH,1570551542,86,13.13,123.76,79.0,7.03
Khani,75,GE,1570551542,72,41.96,42.96,68.0,9.17
Muisne,90,EC,1570551542,78,0.61,-80.02,80.6,5.82
Boke,74,GN,1570551543,80,10.95,-14.28,83.13,4.79
Hala,0,PK,1570551543,58,25.82,68.43,86.0,4.7
Port Hardy,20,CA,1570551543,93,50.7,-127.42,39.2,9.17
Gevrai,11,IN,1570551543,71,19.27,75.75,77.74,6.85
Mnogovershinnyy,78,RU,1570551543,94,53.94,139.92,39.4,4.45
Makokou,67,GA,1570551544,54,0.56,12.85,84.57,3.65
Bireun,100,ID,1570551544,93,5.2,96.7,68.55,2.21
Bahia Blanca,0,AR,1570551544,27,-38.72,-62.27,63.7,9.15
Inhambane,40,MZ,1570551544,88,-23.87,35.38,78.8,16.11
Letlhakane,0,BW,1570551544,6,-21.42,25.59,97.0,4.33
Poum,75,MK,1570551545,58,41.28,20.71,57.2,3.36
Mackenzie,75,CA,1570551545,50,55.34,-123.09,28.4,8.05
Beira,40,ES,1570551545,77,43.2,-8.36,69.01,5.82
Baykit,67,RU,1570551545,77,61.68,96.39,25.18,3.17
Nanortalik,100,GL,1570551545,75,60.14,-45.24,40.3,2.72
Sioux Lookout,75,CA,1570551546,62,50.1,-91.92,53.6,13.87
Tomatlan,92,MX,1570551546,73,19.93,-105.25,74.14,3.04
Pavlodar,0,KZ,1570551546,66,52.28,76.96,50.0,8.95
Mareeba,58,AU,1570551546,100,-16.99,145.42,64.0,3.15
Sheridan,75,US,1570551546,9,39.65,-105.03,66.99,5.82
Alice Town,100,BS,1570551547,79,25.72,-79.3,80.79,17.72
Bellavista,5,MX,1570551547,61,21.56,-104.88,80.6,6.93
Ulaanbaatar,0,MN,1570551547,55,47.92,106.92,33.8,8.95
Tigzirt,6,DZ,1570551547,52,36.57,4.2,69.1,7.2
Birjand,0,IR,1570551547,17,32.86,59.22,73.4,6.93
Coolum Beach,96,AU,1570551548,84,-26.53,153.09,70.0,5.99
Mmathubudukwane,0,BW,1570551548,3,-24.61,26.43,93.2,11.41
Salalah,40,OM,1570551548,74,17.01,54.1,82.4,5.82
Santo Tomas,75,PH,1570551548,94,7.53,125.62,77.0,4.7
Bulembu,73,SZ,1570551548,77,-25.95,31.13,77.0,9.17
Itapaci,14,BR,1570551549,34,-14.95,-49.55,96.63,2.46
Khandyga,93,RU,1570551549,93,62.65,135.58,25.17,8.57
Parana,75,BR,1570551549,78,-7.52,-72.89,78.8,6.93
Itaueira,0,BR,1570551549,25,-7.6,-43.03,97.17,8.57
Mecca,61,SA,1570551554,35,21.43,39.83,95.01,15.84
Cayenne,5,GF,1570551554,66,4.94,-52.33,87.8,11.41
Francisco Sa,9,BR,1570551555,35,-16.48,-43.49,87.82,9.29
Edea,75,CM,1570551555,70,3.8,10.13,86.0,5.82
Dingle,38,PH,1570551555,85,11.0,122.67,74.49,4.27
Thunder Bay,20,CA,1570551555,62,48.41,-89.26,57.2,8.05
Dana Point,40,US,1570551482,77,33.47,-117.7,72.0,3.36
Hofn,100,IS,1570551261,98,64.25,-15.21,37.23,8.32
Port Hedland,0,AU,1570551556,88,-20.31,118.58,73.4,5.82
Hobyo,5,SO,1570551556,66,5.35,48.53,82.78,11.38
Hvide Sande,0,DK,1570551556,81,56.01,8.13,57.2,6.93
Shimoda,83,JP,1570551557,91,34.7,138.93,69.01,5.99
Raychikhinsk,27,RU,1570551557,65,49.8,129.4,36.15,5.97
Thinadhoo,0,MV,1570551557,74,0.53,72.93,81.87,11.56
Zhuhai,0,CN,1570551557,52,40.71,112.04,44.6,6.71
Lisakovsk,32,KZ,1570551557,34,52.55,62.49,58.11,4.52
Terney,100,RU,1570551557,89,45.05,136.61,41.55,16.46
Teluknaga,75,ID,1570551558,83,-6.1,106.64,78.8,3.36
Pekalongan,91,ID,1570551558,82,-6.89,109.67,74.5,3.77
Comodoro Rivadavia,40,AR,1570551558,52,-45.87,-67.48,60.8,20.8
Grand Gaube,75,MU,1570551558,69,-20.01,57.66,73.4,12.75
Provideniya,100,RU,1570551558,99,64.42,-173.23,33.63,7.61
Margate,90,AU,1570551559,70,-43.03,147.26,44.6,9.17
Klyuchi,0,RU,1570551559,61,52.25,79.17,57.4,6.05
Opunake,61,NZ,1570551559,95,-39.45,173.86,53.01,8.01
Jinchang,90,CN,1570551559,51,38.52,102.19,51.27,11.54
Sept-Iles,75,CA,1570551560,54,50.2,-66.38,54.0,17.22
Garissa,57,KE,1570551560,36,-0.46,39.64,90.88,17.74
Iskateley,99,RU,1570551560,89,67.68,53.15,37.6,14.43
Zyryanka,100,RU,1570551560,70,65.73,150.89,18.7,6.32
Otukpo,37,NG,1570551560,77,7.19,8.13,80.43,8.95
Bambanglipuro,73,ID,1570551561,96,-7.95,110.28,71.26,3.38
Creel,0,MX,1570551561,78,27.75,-107.63,60.45,3.18
Kamenka,52,MD,1570551561,66,48.03,28.7,43.0,5.36
Cidreira,80,BR,1570551561,68,-30.17,-50.22,70.54,12.77
Kendari,14,ID,1570551561,94,-3.99,122.52,71.61,0.67
Vila Velha,40,BR,1570551562,55,-3.71,-38.6,86.0,20.8
Necochea,0,AR,1570551562,58,-38.55,-58.74,60.01,11.01
Port-Gentil,75,GA,1570551562,74,-0.72,8.78,84.2,13.87
Candelaria,80,PH,1570551563,90,13.93,121.42,78.01,3.89
Meridian,1,US,1570551563,40,43.61,-116.39,60.01,5.82
Teya,90,MX,1570551563,66,21.05,-89.07,90.0,4.7
Avanigadda,40,IN,1570551563,88,16.02,80.92,80.6,4.82
Vostok,100,RU,1570551563,98,46.45,135.83,40.47,5.95
Deputatskiy,100,RU,1570551563,99,69.3,139.9,2.85,2.75
Camara de Lobos,20,PT,1570551564,61,32.63,-16.97,77.0,19.46
Ulagan,0,RU,1570551564,90,50.63,87.96,36.87,2.1
Tongren,80,CN,1570551564,68,27.72,109.18,64.59,1.21
Rocha,0,UY,1570551564,47,-34.48,-54.34,68.02,10.57
